text,user,time,favorites,retweets,sentimentA,sentimentB,friendCount,followerCount,description,location,type,time_bin,cluster
this might be one of the most pathetically ridiculous conversations that i have ever read youre all fucking insane,DanRicchezza,6/13/17 10:15,0,0,Very Negative,NA,287,159,,"Cincinnati, OH",reply,12,2
way to give the employees extra work how about just going to the boys section and buying one if you like it so much,mbkingsley333,6/13/17 10:14,1,0,Very Positive,joy,803,796,god family friends and football political junkie appreciate considerate thoughts and ideas independent love the bush obama families nevertrump,"Rochester, Michigan",reply,12,3
you americans are so dumb smh,Pinkman_al,6/13/17 10:13,0,0,Negative,NA,35,202,i pray my dick get big as the eiffel tower so i can fuck the world for seventytwo hours,Albania,reply,12,2
wheres the button for i live for this tweet make this into a bumper sticker please and thank you,bonnerjeanne,6/13/17 10:13,0,0,Very Positive,joy,1701,1182,writer editor teacher italophile bylines alum asst editor binders,"Atlanta, GA",reply,12,3
guerrilla science marketing,TheMayorOfThere,6/13/17 10:13,0,0,Neutral,NA,274,169,raconteur bon vivant compliance professional improvisational photographer communication instructor and allround boon companion inquire within,,reply,12,3
someones gotta clean your mess up p,ManaShocked,6/13/17 10:10,0,0,Neutral,NA,93,26,outdoorsfishing enthusiast pro a pc master race just here to get weird being a single mom with kids is hard when youre a young male,Chernobyl,reply,12,2
imagine if your life was this pathetic,KurtTustin,6/13/17 10:08,0,1,Negative,sadness,154,299,bridgeport fairmont state,,reply,12,2
the fact that so many people are roasting u over this warms my heart,cacabware,6/13/17 10:07,0,0,Positive,joy,391,294,,boston,reply,12,3
bourgeois feminism in action classism at its finest,LilTroubledGrrl,6/13/17 10:06,0,0,Very Positive,NA,421,219,no futurlututu,San Junipero,reply,12,3
thank you for your public service,Jen_W_Art,6/13/17 10:04,0,0,Very Positive,NA,446,371,artist and writer of the comic books sleepers bunny girl protection and the avenging angel author of the boy who grew flowers published by barefoot books,Upstate NY,reply,12,3
how old are you,KarinBGraham,6/13/17 10:04,0,0,Neutral,NA,3155,2953,believer in independant and free uk,,reply,12,NA
wow,brighteyes2727,6/13/17 10:04,0,0,Positive,NA,652,421,leafs bills jays mexico,San Miguel de Allende,reply,12,1
well yes you could do this but a shelf stocker will simply do his job and put them back again,IneptOrange,6/13/17 10:03,0,0,Very Positive,NA,55,72,check out my soundcloud for more epic anime remixes youtube ineptorange,Steve shibe's cabin,reply,12,2
thanks for making employees on minimum wage jobs lives harder for your opportunity to look good on,NewsatHoff,6/13/17 10:02,0,0,Very Positive,joy,837,444,sajad hoffmanhussain formerly of bbc news now living in rochester new york former tv producer at channel wroctv multimedia social media maven,www.sajhoffmanhussain.com,reply,12,3
like they wont get put where they belong,aahmedonline,6/13/17 10:02,0,0,Positive,joy,413,598,nothing more nothing less,,reply,12,1
you made a real difference today,Wiolant88,6/13/17 10:01,0,0,Positive,NA,414,318,alchemy racerealism antisemitism esoteric hitlerism i generally follow back but no joke trigger warning i hate kikes,,reply,12,2
the store employee who will have to move them back doesnt care how woke you are,jd2319,6/13/17 10:00,0,0,Very Positive,joy,192,337,when single shines the triple sun what was sunderd and undone shall be whole the two made one by gelfling hand or else by none,,reply,12,2
target had different nasa shirts in the girls section recently although i had to beg my d,thinkCara,6/13/17 9:59,1,0,Very Negative,NA,1277,1053,adventures in science parenting geekiness food allergies and beyond soon to be expat starting a research post doc in norway personal account,Tennessee to Norway,reply,12,3
i do this with my favorite beer in local market as manufacturers dont have enough mo,dobarbudi,6/13/17 9:59,2,0,Positive,NA,465,1396,science makes me happy dont need promise of heaven to merit good deeds if you know humor and sarcasm i already like you,Sarajevo,reply,12,3
yes,reaeve121,6/13/17 9:57,0,0,Positive,NA,139,14,science technology politics technology science science fun cute weird animals,,reply,12,NA
thank you,nametz42,6/13/17 9:57,0,0,Positive,NA,214,10,,,reply,12,3
you need to find a better hobby i suggest baking cakes or knitting,Brain_Sharter,6/13/17 9:56,0,0,Very Positive,NA,305,138,wildly opinionated belligerent sarcastic and quarrelsome i have some bad traits too,,reply,12,2
in the s we didnt have these problems and yet somehow we had tomboys female scientists and mathematicians grow up,rickswift,6/13/17 9:56,15,0,Positive,NA,7990,16049,i like politix watchin flix unapologetic deplorable usmc veteran im a writer follow my business account,South Florida ,reply,12,NA
and if your daughter just must have a nsas tank top,jpagedeaton,6/13/17 9:55,1,0,Positive,surprise,227,374,me us news best cars wm alum nactoy juror certified beefcake opinions mine,DC & New Hampshire,reply,12,3
thats awesome,RubyMcrae,6/13/17 9:54,0,0,Positive,NA,2396,2093,i have an opinion about just about everything i am canadian i rarely block i do mute with wild abandon adds to lists block,Canada,reply,12,NA
nasa tshirts are already in the girls section my daughter is wearing hers today,jpagedeaton,6/13/17 9:54,2,0,Positive,NA,227,374,me us news best cars wm alum nactoy juror certified beefcake opinions mine,DC & New Hampshire,reply,12,3
for you,BDuchess,6/13/17 9:52,0,0,Neutral,NA,177,72,,"Philadelphia, PA",reply,12,3
why do you want young girls showing sideboob look at the cut theyre for boys,caribou22,6/13/17 9:52,0,0,Positive,NA,145,82,undomesticated american reindeer,"England, United Kingdom",reply,12,2
the poor bastards making minimum wage to keep the aisles in order really appreciate your ridiculous concept of activism jerk,rickswift,6/13/17 9:51,1,0,Very Negative,joy,7990,16049,i like politix watchin flix unapologetic deplorable usmc veteran im a writer follow my business account,South Florida ,reply,12,NA
different shirts r always in each genders section this is seen as sexism scraping bottom of the,ckjbg,6/13/17 9:50,0,0,Very Negative,NA,32,19,,,reply,12,2
youre a dolt heres mins of effort,RSanfordSmith,6/13/17 9:50,4,1,Positive,NA,620,733,aspiring fullstack web dev codenewbie tech art lit human rights superfan of espresso jrpgs,,reply,12,3
im calling bs that looks like a feminine shirt anyways,nyc_sportz,6/13/17 9:50,0,0,Neutral,joy,102,299,diehard metsgiantsknicksrangers fan idiots get blocked i tweet a lot about sports firerayramirez firesandyalderson boycottthegarden dumpdolan,Disabled List,reply,12,2
excellent,marianlederman,6/13/17 9:49,0,0,Positive,NA,238,131,,,reply,12,3
dead,qhot_,6/13/17 9:49,0,0,Negative,NA,95,114,i wonder where the sun goes at the night professional jitter clicker,,reply,12,NA
inconvenience to minimum wage workerswhat good does that do just let them sell their clothing damn,becasaee,6/13/17 9:47,0,0,Very Negative,joy,17,10,adrian f,United States,reply,12,NA
they also have another tank,cuethenoise,6/13/17 9:46,0,0,Negative,NA,217,45,,"O Fallon, MO",reply,12,1
those were already in the girl section at my target,cuethenoise,6/13/17 9:44,0,0,Neutral,NA,217,45,,"O Fallon, MO",reply,12,1
i think people are missing the point there shouldnt be girls and boys sections wear what you want who cares,KAYxJO,6/13/17 9:43,0,0,Neutral,NA,2179,1759,hockey makes me happy go wild you probably think i tweet too much living with neurofibromatosis type endnf bornafighter,Minnesota,reply,12,NA
sooooooo that does what for you,LadyConserv,6/13/17 9:43,0,0,Neutral,NA,5132,5019,breastcancersurvivor prolife military a copslivesmatter blocked by,USA,reply,12,NA
keep on fighting the good fight smh,tirving0680,6/13/17 9:42,0,0,Negative,joy,394,168,searching for truth in a sea of partisan lies fiercely independent,,reply,12,2
did i just see a girl sort clothing for maximum effect yes yes i did,d4v1d5m1t6,6/13/17 9:41,0,0,Very Positive,NA,227,410,the best tweeter youll never hear of,United States,reply,12,2
yet you did nothing to further progress for the other genders hermaphrodites weep,soonextinct,6/13/17 9:40,0,0,Neutral,sadness,62,14,,,reply,12,NA
this would have made me so happy as a child thank you,jmgrygiel,6/13/17 9:40,0,0,Very Positive,joy,752,1220,assistant professor communicationssocialmedia nhsmc nhbuzzfeed nhcom nhsmtp opinions are my own jgrygielat,"Syracuse, NY",reply,12,3
thanks you just increased an employees work load andor got them shouted at by a manager,OliverJW,6/13/17 9:39,0,0,Very Positive,NA,821,304,good at talking bollocks a piece of shit brave newbro also in,"Manchester, UK",reply,12,3
well done,kevincurrdog,6/13/17 9:39,0,0,Positive,NA,20,3,engineer,"California, USA",reply,12,3
wya katie im coming to whoop that ass,dboggini13,6/13/17 9:38,0,0,Neutral,NA,400,229,,,reply,12,2
brave,soonextinct,6/13/17 9:38,0,0,Positive,NA,62,14,,,reply,12,NA
willfully ignorant,BballMichael,6/13/17 9:37,0,0,Negative,NA,298,57,vegetable olaf,,reply,12,2
omg you just saved the world,sabretron,6/13/17 9:35,0,0,Positive,NA,40,12,,,reply,12,3
sections are designed by markets there are nasa shirts in the girls sections of a lot of stores bu,gregborbonus,6/13/17 9:34,0,0,Positive,NA,107,104,exdemocrat fuck your labels im me not a thing i love god my family america contact me gregborbonuscom,"Houston, TX",reply,12,2
women forced into arranged marriages nah feminism would rather put boys shirts in girls aisles because thats the real issue,NormadYT,6/13/17 9:34,0,0,Negative,NA,166,167,give me lewds nudes or foods,"England, UK",reply,12,NA
yeah underoos changed my life too,d4v1d5m1t6,6/13/17 9:33,0,0,Positive,NA,227,410,the best tweeter youll never hear of,United States,reply,12,2
theyre cute shirts,xKare_bear,6/13/17 9:31,0,0,Positive,NA,121,45,asexual and proud,Happy Pride Month,reply,12,3
how brave of you,DeanKuhner,6/13/17 9:31,0,0,Positive,NA,72,25,i saw a leprechaun,"Alabama, USA",reply,12,2
awesome ya know my first dream as a kid was to go to space camp we need to get girls pumped about stem and nasa again,silvalis75,6/13/17 9:30,0,0,Very Positive,joy,343,138,hate cannot drive out hate only love can do that mlk,"San Jose, CA",reply,12,3
oh youre so brave and wonderful no youre not youre a fucking moron who deserves nothing more than a bullet to the brain,Oz566,6/13/17 9:29,0,0,Neutral,surprise,1039,985,conservative atheist selffunded retiree anti muslim immigration anti welfare pro israel home brewing lunatic all youve been told is bullshit,,reply,12,2
youre such a cunt,bigc0ck00,6/13/17 9:29,0,0,Negative,NA,214,48,,,reply,12,2
you know they sell them for girls and for boys now some worker has to straighten out you mess good,matthew_lanfear,6/13/17 9:28,0,0,Positive,joy,38,44,,,reply,12,2
i somehow always ended up picking up tshirts for myself in the mens section cause ga,_Astro_Nerd_,6/13/17 9:23,0,0,Neutral,NA,476,1171,ex medbio wannabe neuroscientist dreaming of space powered by chno unapologetically strong scicomm humanism my nerdism,"New York, NY",reply,12,3
you need to get a life pet,johncrowe86,6/13/17 9:22,0,0,Negative,sadness,798,311,,North Shields,reply,12,1
theyre gonna hate you when they start doing algebra,fartelengelbert,6/13/17 9:22,0,0,Negative,anger,1102,461,my year old son came to me looking concerned daddy he said i hate the dup but arent they a necessary evil to block the greater evil of rabid socialism,Here and there,reply,12,NA
asshole thanks for making retail workers job even harder like our only job is to clean up after your feminazi ass,lauriexstrode,6/13/17 9:22,0,0,Very Positive,joy,194,72,in love childfree spoonie bipolar ii hiking bike rides horror films books comics witchcraft animals coffee crystals plants,"New York, USA",reply,12,NA
happy to hear that you did that good for you,CherylRainfield,6/13/17 9:21,0,0,Very Positive,joy,3792,6941,awardwinning author scars stained hunted i write the books i needed feminist queer incest ritual abuse survivor pr,Toronto,reply,12,NA
fuck supply and demand yeeeaah,multiversecorgi,6/13/17 9:21,0,0,Negative,NA,145,39,a capitalist pig with suicidal thoughts,burgerland,reply,12,2
i guess when you work in retail part of your job is to move clothes around congrats you did your,Petersalt2016,6/13/17 9:18,0,0,Very Positive,joy,22,4,,,reply,12,2
your a retard first off women arent paid less second you switching a t shirt does not inspire child,puppygiraffe58,6/13/17 9:18,0,0,Neutral,joy,1724,163,,,reply,12,2
heres the nasa shirt i bought in the womens section of target months ago i appreciate your idea b,MrsPeteEsq,6/13/17 9:17,0,0,Positive,joy,210,48,attorney mom of four wife human not in that order,"Victoria, MN",reply,12,3
nice no better way to get a corporation to change their policies than by giving the employ,nvchad2,6/13/17 9:16,0,0,Neutral,sadness,174,165,taker of pictures collector of things maker of puns,Earth,reply,12,2
have some fucking respect for yourself stand up and fight for what matters not fucking nasa shirts or,roelitup,6/13/17 9:16,0,0,Positive,joy,0,0,,,reply,12,5
why are you trying to get children gender confused,enosbenisrael,6/13/17 9:15,0,0,Negative,sadness,52,13,israelite awakened keeping all the laws wife iuic,"Oklahoma City, OK",reply,12,3
holy fuck dude i cant believe people like you exist as a mexican i laugh at you whiteys for letting,roelitup,6/13/17 9:15,0,0,Very Positive,joy,0,0,,,reply,12,5
congrats i dont get what you accomplished here,TF2Captain,6/13/17 9:14,0,0,Very Positive,sadness,29,149,game enthusiast streamer and provider of quality tweets as well as your everyday nobody,United States,reply,12,2
