"","text","user","time","favorites","retweets"
"330","as if working in retail wasnt shitty enough now people want to confront sexism by fucking up the displays for e","JackTheCreature",2017-06-13 04:46:31,3,1
"331","this is so you","ThomasTelpuk",2017-06-13 04:46:02,1,0
"332","babas shop","Mwanekih",2017-06-13 04:42:43,0,0
"333","et pq tachte pas ton debardeur directement du rayon garon salope","TiffanyEBL",2017-06-13 04:37:07,0,3
"335","the only effect this will have is giving more work to underpaid employees looks like your goal is mostly approval","CagedLys",2017-06-13 04:31:23,2,1
"336","as a retail employee ive always encouraged boys and girls to dress as they please but thats actual work this i","BitterTier",2017-06-13 04:29:47,0,0
"337","ok but why cant you fight sexism in a way that wont hurt the employees who gotta fix this they dont make the rul","dizzy_izzy_101",2017-06-13 04:29:24,2,0
"338","about time","CROWRDREAM",2017-06-13 04:28:02,2,0
"339","me parece muy bien pero le ests jodiendo el trabajo a los dependientes","Saragallar",2017-06-13 04:26:13,0,0
"340","yup","FunnyWomenEd",2017-06-13 04:23:37,1,0
"341","i think we should do more of this lets start a campaign","paula_harriott",2017-06-13 04:22:51,0,0
"342","christ grow up katie","dingcharlie_",2017-06-13 04:22:12,3,0
"343","ffs there is plenty of nasawear for girls women but at least you made life a little harder for some minimum wag","TamaraBrouwer1",2017-06-13 04:20:52,4,0
"345","congrats a badlypaid worker who probably wanted to do the same for weeks is going to be shouted at by their boss","cyanidedansen",2017-06-13 04:08:25,2,0
"346","more of this please","cathy_bug",2017-06-13 04:08:18,1,2
"348","doing the real work here","yaellevey",2017-06-13 04:07:35,3,0
"349","this woman has clearly never worked in retail grow up and stop making more work for people who are already worked","gdjp_wwfc",2017-06-13 04:05:21,16,3
"350","maybe you should be sent on a one way ticket to space for being such a dickhead","highdgaf",2017-06-13 04:04:40,6,0
"351","not all heroes wear capes","nimrqd",2017-06-13 04:04:21,0,0
"353","hahaha perfect","shwetarashmi67",2017-06-13 04:01:29,0,0
"354","but did you put the disney princess ones in the boys section if not youre just another virtue signalling hypocri","CallMeMrFister",2017-06-13 04:01:11,2,0
"355","are people really arguing whether or not this is worth the extra hassle of retail workers they wont see this is a","inkcrylic",2017-06-13 03:58:51,1,0
"356","why not go all the way and stop being foodist move the beef to the chicken section bacon in with the milk cheese","DanRoPo",2017-06-13 03:58:31,0,0
"357","good work","cheersphilip",2017-06-13 03:56:23,0,0
"359","the comments on this is brilliant its just making extra work for the employees who will now be behind on other ta","ffsjoeee",2017-06-13 03:52:28,0,0
"360","so earlier i rted this with no idea what its like to be the salesinventory person who has to fix this and now the","rebutteryou",2017-06-13 03:51:11,1,0
"362","i cant stop thinking about this one of the million reasons i never wanna go back to service","punchedmonet_",2017-06-13 03:48:31,7,0
"363","wow spaceage guerilla girl reminds me that im talking space the public imagination this thursday if y","marinab52",2017-06-13 03:48:17,7,2
"364","clearly a virgin","_wessi_",2017-06-13 03:47:58,1,0
"365","tfais chier les employs des tshirts nasa jen ai vu souvent pour meuf que pour mec a va tre remis sa","Bukkakben",2017-06-13 03:47:06,3,0
"366","tu vas juste casser les couilles aux employs qui ont rien demand bravo","Pinours0007",2017-06-13 03:43:55,0,0
"367","wow you just ended sexism with this tweet bravo","amaethystian",2017-06-13 03:42:18,0,0
"368","aids thread","Robjj32",2017-06-13 03:40:43,0,0
"369","just buy your clothes and go home the store clerks hate you","Qlaus",2017-06-13 03:40:15,0,1
"370","wow so activist so brave cant believe she did that courageous battle","221beforemydoom",2017-06-13 03:39:33,3,1
"371","oo hardcore","LoolyNsane",2017-06-13 03:38:48,0,0
"372","thank u for ur service","C9Raz",2017-06-13 03:38:13,1,1
"373","wow how fucking liberating","D4N_H1997",2017-06-13 03:37:52,0,0
"374","youre doing great sweetie","SailorYas",2017-06-13 03:35:26,3,0
"375","its the same way for adults if the parents actually cared their daughters liked nasa theyd check the boys section","knkfeya",2017-06-13 03:34:32,0,0
"376","jakby laska chciala te koszulke to i tak by ja sobie kupila czy to ma znaczenie czy jest meska czy damska jezu t","pika_byun",2017-06-13 03:33:23,0,0
"377","hell yes","politicangst",2017-06-13 03:31:53,1,0
"378","i hate that there is a generell believe what girls like thats the reason why i buy shirts in the mens dept","chochi_rain",2017-06-13 03:28:39,0,0
"379","genial","gemmagaldon",2017-06-13 03:27:27,4,0
"380","white feminism i inconvenienced minimum wage retail workers for a tweet","c_rbon",2017-06-13 03:25:39,0,0
"381","as a store vim i can tell that the most annoying thing are people asking is that for boys or girls if you like","HydeDren",2017-06-13 03:20:26,0,0
"382","imagine waking up and being this annoying","iirtsAstrii",2017-06-13 03:20:10,1,0
"383","hej tviterj dajmo to delat v hm okaidiju in zari ampak bodite previdni nae prodajalke vas oblajajo e kupuje","kalanderq",2017-06-13 03:20:08,1,2
"384","if you dive into this thread its really interesting lots of lines of enquiry about the type of protest it is","MPenningtor",2017-06-13 03:19:43,0,0
"385","hooray","VianBakir1",2017-06-13 03:19:41,1,0
"386","a potem ja znajduj na damskim sweterki w kwiatki z metk sweter mski","meilijae",2017-06-13 03:19:20,0,0
"387","i moved some tshirts around and they were probably moved back five minutes later im a hero","eljimmyjim",2017-06-13 03:13:04,1,0
"388","you didnt get to be a kid did you","MooreWin",2017-06-13 03:13:00,0,0
"389","my daughter was pissed that the lunch box options in first day of school kits were labeled boygirl she scream","rubrics4life",2017-06-13 03:12:47,0,0
"390","i have two girls that think this is awesome","stuartknipe",2017-06-13 03:08:51,1,0
"391","i love this","lissagwen",2017-06-13 03:03:28,0,0
"392","gerak baju je nak kata feminism tak faham la","k_kaeela",2017-06-13 03:02:52,0,0
"393","because there arent nasa tops for girls already logic","ctsectse100",2017-06-13 03:02:09,0,0
"394","this tweet made me cringe mostly because i work the clothing department at target","WanderBoundSoul",2017-06-13 03:00:42,2,0
"395","loooooooool","PuddiSRC",2017-06-13 03:00:32,0,1
"396","boom love this","nikkistewpot",2017-06-13 03:00:07,0,0
"397","the retail worker part of me just died a little","madam_majestic",2017-06-13 02:59:32,2,0
"398","dont be a dick and do this retail workers have it hard enough already also products in the wrong places are real","JamesSNW90",2017-06-13 02:58:20,4,0
"399","love this","lauren_de_vos",2017-06-13 02:56:53,5,1
"400","its always nice starting a gender dispute by posting something like this just walk your happy are over there and","NickBowles69",2017-06-13 02:56:50,0,0
"401","excellent work","NW5parent",2017-06-13 02:56:20,0,0
"402","as someone who has worked department storeclothing retail frequently had to stay late to clean up the store may","jessiemae",2017-06-13 02:54:33,0,0
"403","should big companies have to pander to this since free market capitalism says just go somewhere else and let the ma","The_Light_Bulb_",2017-06-13 02:49:29,3,0
"404","some feminists are off their head","AlfieDemmon",2017-06-13 02:45:55,0,0
"405","holy frck you just ended sexyism freking epic bro","RamenPlug",2017-06-13 02:45:23,7,5
"406","this is so stupid","maquisleader",2017-06-13 02:43:44,0,0
"407","yeah nice job really made a difference","BrandenMunar",2017-06-13 02:42:41,1,0
"409","so what","dugaytina1",2017-06-13 02:41:45,0,0
"410","hahahahahaha twitter activism at its finest ladies and gentlemen","4stroderp",2017-06-13 02:39:17,1,0
"411","no enserio el retraso se escapa de la escala lo peor es toda la gente apoyando esto xddd","jomar96",2017-06-13 02:38:30,0,0
"412","feminists once tried to tell an astrophysicist his shirt was sexist except those girls didnt land a probe o","MGTOW",2017-06-13 02:37:45,5,1
"413","que malotes son los liberales eh","jomar96",2017-06-13 02:36:18,0,0
"414","imagine if instead of spending her time rearranging clothes in kohls and posting on twitter for a pat on the back","Colinzane9",2017-06-13 02:35:51,0,0
"415","cmon this can get to k likes","bongobeach33",2017-06-13 02:35:14,0,0
"416","im sure the person whose job it is to straighten and tidy the store appreciates the extra work youve now given th","mlouise1985",2017-06-13 02:34:33,0,0
"417","excellent movelets make this a movement","aelektron",2017-06-13 02:22:32,0,0
"418","pls dont come in my job rearranging shit bc of feminism bc i will fight","xWeLiveInCities",2017-06-13 02:22:29,1,0
"419","the fact that liberals think theyre peak activists for doing stuff like this","dxnniedarkos",2017-06-13 02:22:05,14,0
"420","mischievous feminism","SexonomicsBand",2017-06-13 02:19:28,1,2
"422","people like this make me want to kick a brick wall","FreddyFerocious",2017-06-13 02:14:36,0,0
"423","brilliant","furrfu",2017-06-13 02:14:34,0,0
"424","sterrenkunde marketing voor meisjes","ogramvdv",2017-06-13 02:12:55,2,2
"425","oh haha i never linked the tweet","paix120",2017-06-13 02:11:00,1,0
"426","zo doe je dat dus sterrenkunde promoten bij meisjes","ogramvdv",2017-06-13 02:07:41,2,1
"427","why why make life harder for others stupid woman","kamarullatif",2017-06-13 02:07:31,0,0
"428","i try very hard to shop nonpinks for my little ladythis manipulation of what kids can or cannot be is just teeeee","bi_bish",2017-06-13 02:04:39,0,0
"429","liberalism is the worst thing to ever exist","kthsrise",2017-06-13 02:03:43,3,0
"430","girls should wear nasa shirts see what i tweeted yep i think that yep i virtue signal","ContraABBA",2017-06-13 02:02:35,0,0
"431","the replies to this tweet","sandylogy",2017-06-13 02:01:38,0,0
"432","bravo for katie hinde science like a girl","joinnealc",2017-06-13 02:01:36,2,0
"433","all these nasa shirts have the wrong sizes is nasa full of fat morons","MrGoodVotes",2017-06-13 01:55:01,0,0
"434","this is literally just inconvenient for and inconsiderate of retail workers lmao but yea i bet the patriarchy is sh","illg0ddess",2017-06-13 01:54:46,2,0
"436","this is one small step for a feminist and one giant leap for rd wave feminism which has been called madness and a","SANDS_oftime",2017-06-13 01:50:37,1,0
"437","i love this lets all do this at our local stores and do it again if the workers put them back","hifromclara",2017-06-13 01:49:49,0,0
"438","nice one katie youre really making a difference","yungmuneydanny",2017-06-13 01:49:41,0,0
"439","and this is why working retail is as annoying as it is lmao fuck","Katieandrea_",2017-06-13 01:46:55,1,0
"440","not all heros wear capes","Canadian_kraut",2017-06-13 01:45:48,0,0
"443","and every employee there hates you for it waste of their time","dansballofwax",2017-06-13 01:44:16,0,0
"444","because","WrightAllyson",2017-06-13 01:43:44,2,1
"445","i do this","LianneMarieB",2017-06-13 01:42:58,7,0
"446","but u didnt organize the goddamn clothes","yifauns",2017-06-13 01:41:50,1,0
"447","i think we should follow this","FlorSPower",2017-06-13 01:41:42,0,0
"448","i guess this counts as civil disobedience like it lets do this more often","hdready",2017-06-13 01:41:00,1,0
"449","fack the patriarchy","kellimcollins",2017-06-13 01:40:36,2,0
"450","would be proud","Baldrick2Dogs",2017-06-13 01:40:27,1,1
"451","psa dont do this it makes more work for some overworked underpaid retail worker who has no say in merchandising","_qunari",2017-06-13 01:39:45,2,0
"452","jesus christ man read the comments on this worlds gone mad","Sseery_89",2017-06-13 01:39:23,0,0
"453","what point does this make because if its a denial of gender roles then youre asserting them by moving them to an","thesuavacado",2017-06-13 01:38:47,2,0
"454","nasa","gijigae",2017-06-13 01:37:57,1,0
"455","im a tom boy dressed how i wanted when i reached a certain age not an issue didnt feel i was a subject of sex","NightsChild13",2017-06-13 01:36:55,0,0
"456","if your child wants a shirt do you worry about what section its in hell most of my tshirts come from the guys se","twwgigi",2017-06-13 01:35:27,0,0
"457","its clothes you just gave more work to an underpaid overworked minimum wage worker more work to do so good","RealTrevinShu",2017-06-13 01:34:39,0,0
"458","for what lol","ntvrme",2017-06-13 01:34:33,0,0
"459","as you should bought my girls nasa shirts at jpl","AhmadChildress",2017-06-13 01:33:04,1,0
"460","all the comments under the tweet is the most white liberal thing i have ever read","ouiouthere",2017-06-13 01:30:22,0,0
"461","a modernday hero brava brava","Itsukushimi777",2017-06-13 01:29:25,0,0
"462","first world problem","nacht_flug",2017-06-13 01:28:49,0,0
"463","to prove what point that u hate retail workers","Manoncaroni",2017-06-13 01:26:09,5,0
"464","if you want to see how deranged the left is today this thread is a great example","stonyjbc",2017-06-13 01:25:52,0,0
"465","she only made a minimum wage workers day at work frustratingthe manager told them to fix it or blamed them for it","IncookieCook",2017-06-13 01:23:37,0,0
"466","and the retail workers rejoiced as they abandon their capitalist slavemasters and join katies fight against the pa","Not_selrahc",2017-06-13 01:22:46,0,0
"467","brilliant idea love it","philosophicalfi",2017-06-13 01:21:03,0,0
"468","who cares a good majority of astronauts are women what point are you trying to make","evanlee76",2017-06-13 01:19:52,4,0
"469","wow k revolucionario en especial q no cuenta el trabajo extra de las vendedoras ni hablar d las condiciones de la","SarciEfe_",2017-06-13 01:19:37,2,0
"470","this is revolutionary s","x_galaxykid",2017-06-13 01:18:59,1,0
"471","some people are goddamned heroes","BigNiceJohn",2017-06-13 01:18:36,0,0
